neighborhood,business_id,hours,is_open,address,attributes,categories,city,review_count,name,longitude,state,stars,latitude,postal_code,type
,LV7HOYO2UEajOK81hOuZMQ,,0,"4041 S McClintock Dr, Ste 301",,"[u'Employment Agencies', u'Professional Services']",Tempe,3,Randstad,-111.9085373,AZ,5.0,33.3871305,85282,business
,aAjKs5ASMhsUe3qF9xQuuw,,1,5000 Arizona Mills Cir,"[u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'RestaurantsPriceRange2: 3']","[u'Fashion', u'Shopping', u'Lingerie']",Tempe,7,Victoria's Secret,-111.9647254,AZ,3.5,33.3831468,85282,business
,JshbV1FwkfH5-HqAxKzkBQ,"[u'Monday 9:0-17:0', u'Tuesday 9:0-17:0', u'Wednesday 9:0-17:0', u'Thursday 9:0-17:0', u'Friday 9:0-17:0', u'Saturday 10:0-14:0']",1,"4647 E Chandler Blvd, Suite 10","[u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'RestaurantsDelivery: True', u'RestaurantsPriceRange2: 2']","[u'Flowers & Gifts', u'Florists', u'Shopping']",Phoenix,10,Foothills Floral Gallery,-111.9811787,AZ,2.0,33.3037309,85048,business
Mount Pleasant and Davisville,pLP4zc_eImuD5-AMtZAYHg,"[u'Monday 10:0-20:0', u'Tuesday 10:0-20:0', u'Wednesday 10:0-20:0', u'Thursday 10:0-20:0', u'Friday 10:0-20:0', u'Saturday 10:0-18:0', u'Sunday 11:0-17:30']",0,1642 Bayview Avenue,"[u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'DogsAllowed: False', u'RestaurantsPriceRange2: 2', u'WheelchairAccessible: True']","[u'Baby Gear & Furniture', u""Children's Clothing"", u'Fashion', u'Shopping', u'Furniture Stores', u'Home & Garden']",Toronto,21,Moms To be and More,-79.3756457,ON,3.0,43.7069571,M4G 3C2,business
,irQZ8mDyuM2iDklSr2wfgQ,,1,5430 Century Ave,"[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'RestaurantsPriceRange2: 1']","[u'Books', u'Mags', u'Music & Video', u'Shopping', u'Videos & Video Game Rental']",Middleton,3,Family Video Movie Club,-89.4744055,WI,4.5,43.1110825,53562,business
Homewood,y3uEq-adz-6FT_1Z4S8yIQ,"[u'Monday 8:0-17:30', u'Tuesday 8:0-17:30', u'Wednesday 8:0-17:30', u'Thursday 8:0-17:30', u'Friday 8:0-17:30', u'Saturday 8:0-17:30', u'Sunday 8:0-16:0']",1,970 Washington Blvd,[u'BusinessAcceptsCreditCards: True'],"[u'Car Wash', u'Automotive']",Pittsburgh,21,Clean Car Express,-79.90553,PA,4.0,40.461649,15206,business
,Z4nYEVUBpA_f5YwOv7zFRQ,,1,"9615 N Metro Pkwy W, Ste 24",[u'GoodForKids: True'],"[u'Arts & Entertainment', u'Cinema']",Phoenix,23,Harkins Theatres,-112.1238211,AZ,4.0,33.5736031,85051,business
,vVxG1QSTTcr44tQhXIBTfA,"[u'Monday 10:0-18:0', u'Tuesday 10:0-18:0', u'Wednesday 10:0-18:0', u'Thursday 10:0-18:0', u'Friday 10:0-18:0', u'Saturday 11:0-17:0']",1,602 Fleet Street,[u'BusinessAcceptsCreditCards: False'],"[u'Financial Advising', u'Real Estate', u'Mortgage Brokers', u'Home Services', u'Financial Services']",Toronto,3,Mortgage Associates Ontario,-79.4011151,ON,5.0,43.63638,M5V 1B3,business
,8OLGO61TdpRpP-qgPYs2pw,,1,3519 E Shea Blvd Ste 138,,,Phoenix,3,Carino Properties,-112.0069764,AZ,2.5,33.5821522,85028,business
,R2VmYO9ncU7LbrSAM7Ee0Q,"[u'Monday 6:0-22:30', u'Tuesday 6:0-22:30', u'Wednesday 6:0-22:30', u'Thursday 6:0-22:30', u'Friday 6:0-22:30', u'Saturday 6:0-22:30', u'Sunday 6:0-22:30']",1,"12032 N 32nd St, Ste B4","[u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'WiFi: free', u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u'RestaurantsPriceRange2: 2']","[u'Local Services', u'Dry Cleaning & Laundry']",Phoenix,4,Coin Less Laundry,-112.0146736,AZ,3.0,33.5958018,85028,business
,Ja0flNoHpdSk37gQkh1A3g,"[u'Monday 10:0-18:0', u'Tuesday 10:0-18:0', u'Wednesday 9:0-18:0', u'Thursday 9:0-18:0', u'Friday 9:0-18:0', u'Saturday 9:0-18:0']",1,"4844 S Val Vista Dr, Ste A111","[u'BikeParking: True', u'BusinessAcceptsBitcoin: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'ByAppointmentOnly: False', u'GoodForKids: True', u""HairSpecializesIn: {'coloring': True, 'africanamerican': False, 'curly': True, 'perms': True, 'kids': True, 'extensions': True, 'asian': True, 'straightperms': True}"", u'RestaurantsPriceRange2: 3', u'WheelchairAccessible: True']","[u'Beauty & Spas', u'Makeup Artists', u'Hair Salons', u'Day Spas']",Gilbert,5,Me Dee Salon and Spa,-111.757054358,AZ,5.0,33.2622885127,85298,business
Anthem,-ml57G52t4mQpYRHe54HWQ,"[u'Monday 9:30-19:0', u'Tuesday 9:30-19:0', u'Wednesday 9:30-19:0', u'Thursday 9:30-19:0', u'Friday 9:30-19:0', u'Saturday 9:30-19:0', u'Sunday 10:0-17:0']",1,"10624 S Eastern Ave, Ste F","[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'ByAppointmentOnly: False', u'RestaurantsPriceRange2: 2', u'WheelchairAccessible: True']","[u'Nail Salons', u'Beauty & Spas']",Henderson,77,New Horizon Nails & Spa,-115.1018612,NV,4.0,35.9983694,89052,business
,8fTmSEyKwsC863IEMwEIxA,,1,"33419 Vine St, Unit C","[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Restaurants', u'Pizza']",Willowick,4,Little Caesar's Pizza,-81.4504016,OH,4.0,41.6430291,44095,business
Leslieville,mq39uyLVCwsUyDULr2qi3g,"[u'Monday 6:0-9:0', u'Tuesday 6:0-21:0', u'Wednesday 6:0-21:0', u'Thursday 6:0-21:0', u'Friday 7:0-21:0', u'Saturday 7:0-21:0', u'Sunday 7:0-21:0']",0,1062 Gerrard Street E,"[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'OutdoorSeating: True', u'RestaurantsPriceRange2: 2', u'WiFi: free']","[u'Food', u'Coffee & Tea']",Toronto,13,Starbucks,-79.3356473,ON,4.0,43.6692196,M4M 1Z6,business
The Strip,gHyD2aiLSjlZIRQGep_vIw,,1,3799 Las Vegas Blvd,,"[u'Local Services', u'Shoe Shine']",Las Vegas,4,MGM Grand Shoe Shine Stand,-115.1699583,NV,5.0,36.1022543,89109,business
The Strip,mB_cI1tCrNxxvr2e2myNrQ,"[u'Monday 0:0-0:0', u'Tuesday 0:0-0:0', u'Wednesday 0:0-0:0', u'Thursday 0:0-0:0', u'Friday 0:0-0:0', u'Saturday 0:0-0:0', u'Sunday 0:0-0:0']",1,"3717 S Las Vegas Blvd, Ste 140-A","[u'Alcohol: full_bar', u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u'DriveThru: False', u'GoodForKids: True', u'HasTV: True', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'Caters: False', u'RestaurantsPriceRange2: 1', u'WiFi: no', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': True, 'trendy': True, 'upscale': False, 'casual': True}"", u'NoiseLevel: loud', u""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}""]","[u'Mexican', u'Restaurants', u'Fast Food']",Las Vegas,76,Taco Bell Cantina,-115.1721291,NV,3.0,36.108719,89109,business
The Strip,Pob7ibbNT29--69nxXEP2g,"[u'Monday 0:0-0:0', u'Tuesday 0:0-0:0', u'Wednesday 0:0-0:0', u'Thursday 0:0-0:0', u'Friday 0:0-0:0', u'Saturday 0:0-0:0', u'Sunday 0:0-0:0']",1,"The Cosmopolitan Of Las Vegas, 3708 Las Vegas Blvd S","[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", u""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'CoatCheck: False', u'GoodForDancing: False', u'HappyHour: False', u'HasTV: False', u""Music: {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'Smoking: yes', u'WheelchairAccessible: True']","[u'Bars', u'Nightlife', u'Lounges']",Las Vegas,904,The Chandelier,-115.173179008,NV,4.0,36.1100836838,89109,business
,IHFrXc7lcR5RP4oyJMtnMg,,1,13915 N Dysart Rd,,"[u'Beauty & Spas', u'Barbers', u'Cosmetology Schools', u'Specialty Schools', u'Education']",El Mirage,3,Marsyl Barber & Styling College,-112.3412753,AZ,3.5,33.6102267,85335,business
,Au_1b_Sbquv4pAksbJY9FQ,"[u'Monday 9:0-20:0', u'Tuesday 9:0-20:0', u'Wednesday 9:0-20:0', u'Thursday 9:0-20:0', u'Friday 9:0-20:0', u'Saturday 9:0-20:0', u'Sunday 9:0-20:0']",1,,"[u'BusinessAcceptsBitcoin: False', u'BusinessAcceptsCreditCards: True', u'ByAppointmentOnly: False', u'GoodForKids: True']","[u'Party & Event Planning', u'Party Equipment Rentals', u'Event Planning & Services', u'Party Supplies', u'Wedding Planning', u'Kids Activities', u'Active Life']",Las Vegas,5,Starry Eyed Events,-114.9872821,NV,5.0,36.2153701,89156,business
Southwest,KB0BJKhyUG0EnomrrlOEiw,"[u'Monday 8:0-20:0', u'Tuesday 8:0-20:0', u'Wednesday 8:0-20:0', u'Thursday 8:0-20:0', u'Friday 8:0-20:0', u'Saturday 8:0-20:0', u'Sunday 8:0-20:0']",1,4075 Abernethy Forest Pl,"[u'BusinessAcceptsBitcoin: False', u'BusinessAcceptsCreditCards: True', u'ByAppointmentOnly: False']","[u'Home Cleaning', u'Local Services', u'Carpet Cleaning', u'Home Services', u'Furniture Reupholstery', u'Air Duct Cleaning']",Las Vegas,47,Eco Clean,-115.193836341,NV,5.0,35.9857805002,89141,business
,mb0Xix-cnTPALCHd_ZbyQQ,"[u'Monday 10:0-20:0', u'Tuesday 10:0-20:0', u'Wednesday 10:0-20:0', u'Thursday 10:0-20:0', u'Friday 10:0-20:0', u'Saturday 9:30-18:0', u'Sunday 11:0-17:0']",1,895 Av Lawrence E,"[u'BusinessAcceptsCreditCards: False', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'ByAppointmentOnly: False', u'RestaurantsPriceRange2: 1', u'WheelchairAccessible: True']","[u'Beauty & Spas', u'Nail Salons']",North York,5,Top Queen Nails,-79.347512,ON,4.0,43.7358325,M3C 3L2,business
,HF7yI9MNsrpEiGGqdkl0Ig,,1,10117 N 92nd Street,"[u'AcceptsInsurance: True', u'ByAppointmentOnly: True']","[u'Doctors', u'Health & Medical']",Scottsdale,3,Urology Associates,-111.8801719,AZ,1.0,33.5780888,85258,business
,x2MDSX6k5-e3uInBV-9SVg,"[u'Monday 8:0-17:0', u'Tuesday 8:0-17:0', u'Wednesday 8:0-17:0', u'Thursday 8:0-17:0', u'Friday 8:0-17:0']",0,"8415 N Pima Rd, Ste 100","[u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'ByAppointmentOnly: True', u'RestaurantsPriceRange2: 4']","[u'Health & Medical', u'Doctors', u'Beauty & Spas', u'Medical Spas', u'Tattoo Removal']",Scottsdale,3,EnteBella,-111.890434265,AZ,5.0,33.5568122864,85258,business
,-8bGynxpc8t4-vhOy6FxTg,"[u'Monday 15:0-19:30', u'Tuesday 14:0-19:30', u'Thursday 15:0-20:0', u'Sunday 8:0-12:0']",1,"7704 E Doubletree Ranch Rd, Ste 301","[u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'ByAppointmentOnly: True', u'RestaurantsPriceRange2: 2']","[u'Beauty & Spas', u'Massage']",Scottsdale,4,Therapeutic Sole,-111.9152163,AZ,5.0,33.5652459,85258,business
,Fy406rJrwMaPjoD58k5xrQ,,0,21432 S 142nd St,,"[u'Pet Boarding/Pet Sitting', u'Pet Services', u'Pets']",Chandler,6,Dog Bone Ranch,-111.778083,AZ,3.5,33.252814,85286,business
Notre-Dame-de-Grâce,FFy9dIwiajcxA3gaDn6AeA,"[u'Monday 12:0-22:0', u'Tuesday 12:0-22:0', u'Wednesday 12:0-22:0', u'Thursday 12:0-23:0', u'Friday 12:0-23:0', u'Saturday 10:0-23:0', u'Sunday 10:0-15:0']",1,4858 Rue Sherbrooke W,"[u'Alcohol: full_bar', u""Ambience: {'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'WiFi: no', u'RestaurantsTakeOut: True']","[u'Brasseries', u'Restaurants']",Westmount,24,Brasserie Central,-73.6035933,QC,3.5,45.4786701,H3Z 1H1,business
Anthem,5oQZWioej5pauVp7wxSV7w,"[u'Monday 8:0-21:0', u'Tuesday 8:0-21:0', u'Wednesday 8:0-21:0', u'Thursday 8:0-21:0', u'Friday 8:0-21:0', u'Saturday 9:0-19:0', u'Sunday 9:0-18:0']",1,2505 Anthem Village Dr,"[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'ByAppointmentOnly: False', u'RestaurantsPriceRange2: 1']","[u'Barbers', u'Beauty & Spas']",Henderson,3,Great Clips,-115.099240243,NV,2.5,35.9786011827,89052,business
The Strip,KaGZE0_o1EmmSN4Fo_cpUw,"[u'Monday 16:0-0:0', u'Tuesday 16:0-0:0', u'Wednesday 16:0-0:0', u'Thursday 16:0-0:0', u'Friday 11:0-1:0', u'Saturday 11:0-1:0', u'Sunday 11:0-0:0']",1,3900 Las Vegas Blvd S,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'CoatCheck: False', u'GoodForDancing: False', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'Smoking: no', u'WiFi: free']","[u'Nightlife', u'Food', u'American (Traditional)', u'Restaurants', u'Sports Bars', u'Burgers', u'Bars', u'Beer', u'Wine & Spirits']",Las Vegas,198,Public House,-115.174970342,NV,3.0,36.0954151675,89119,business
,9E_-MgxyfWNq-kWmjxSDkA,"[u'Monday 11:0-22:0', u'Tuesday 11:0-22:0', u'Wednesday 11:0-22:0', u'Thursday 11:0-22:0', u'Friday 11:0-23:0', u'Saturday 11:0-23:0', u'Sunday 11:0-22:0']",1,6648 E McKellips Rd,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'CoatCheck: False', u'GoodForDancing: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Bars', u'Restaurants', u'Tex-Mex', u'Nightlife', u'American (Traditional)']",Mesa,49,Chili's,-111.6871763,AZ,2.0,33.4523048,85215,business
Scarborough,vnCU8LWS1xMfm-94Ojwzmw,,0,2680 Lawrence Avenue E,"[u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BusinessAcceptsCreditCards: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: True', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Restaurants', u'Chinese']",Toronto,4,Hakka Masala Restaurant,-79.2622936,ON,4.0,43.7524465,M1P 0A2,business
Summerlin,AxXcGjLCTVkeLwPRMHVL8Q,"[u'Monday 8:0-17:0', u'Tuesday 8:0-17:0', u'Wednesday 8:0-17:0', u'Thursday 8:0-17:0', u'Friday 8:0-17:0', u'Saturday 8:0-17:0']",1,"11700 W Charleston Blvd, Ste 170-312","[u'BusinessAcceptsCreditCards: True', u'ByAppointmentOnly: True']","[u'Home Services', u'Home Inspectors']",Las Vegas,91,Home Pride Inspections,-115.3500788,NV,5.0,36.1599932,89135,business
Summerlin,RxZpGcmMmUUlLn8c6RTk8w,"[u'Monday 8:0-20:0', u'Tuesday 8:0-20:0', u'Wednesday 8:0-20:0', u'Thursday 8:0-20:0', u'Friday 8:0-18:0', u'Saturday 11:0-17:0', u'Sunday 12:0-16:0']",0,"10220 W Charleston, Ste 2","[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True']","[u'Food', u'Vegetarian', u'Vegan', u'Restaurants', u'American (New)']",Las Vegas,13,My Healthy Meal,-115.318872,NV,3.5,36.160552,89135,business
,56iu77QguXtRnQRT0hUsrA,"[u'Monday 9:0-18:0', u'Tuesday 9:0-18:0', u'Wednesday 9:0-18:0', u'Thursday 9:0-18:0', u'Friday 9:0-18:0', u'Saturday 10:0-17:0']",1,10019 Plum Creek Ln,[u'BusinessAcceptsCreditCards: False'],"[u'Real Estate', u'Apartments', u'Home Services']",Charlotte,5,Elements on Park Apartments,-80.8617891,NC,3.0,35.0949821,28210,business
,jGC-7KSSr4a6kceTehcSpA,,1,"Park Road Park, 6220 Park Road","[u'BusinessAcceptsCreditCards: True', u'RestaurantsPriceRange2: 3']",[u'Food'],Charlotte,3,SouthEast Crab Feast,-80.850352,NC,1.5,35.150282,28210,business
,g73uFsWgVKSwniNxRgxNuA,"[u'Monday 10:0-21:0', u'Tuesday 10:0-21:0', u'Wednesday 10:0-21:0', u'Thursday 10:0-21:0', u'Friday 10:0-21:0', u'Saturday 10:0-21:0', u'Sunday 11:0-18:0']",0,10225 Park Rd,"[u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'RestaurantsPriceRange2: 2', u'WheelchairAccessible: True']","[u'Health Markets', u'Grocery', u'Specialty Food', u'Baby Gear & Furniture', u'Shopping', u'Food']",Charlotte,6,The Baby Grocery Store,-80.86492,NC,4.5,35.094831,28210,business
,lum45B-qKKAN0QtRJlKFuw,,1,6900 Center St,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Mexican', u'Restaurants']",Mentor,20,El Rodeo,-81.3400624,OH,3.5,41.6831717,44060,business
The Strip,jpKWhKMWlOpTH14XW-NwQQ,"[u'Tuesday 22:0-5:0', u'Friday 10:0-19:0', u'Saturday 10:0-19:0', u'Sunday 10:0-19:0']",1,"The Cromwell Las Vegas Resort & Casino, 3595 Las Vegas Boulevard South","[u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'ByAppointmentOnly: False', u'GoodForKids: False']","[u'Swimming Pools', u'Active Life']",Las Vegas,174,Drai's Beach Club,-115.1720257,NV,3.5,36.1149405,89109,business
The Strip,TAHhg-VsB453hLcWSYgFjA,"[u'Monday 9:0-23:0', u'Tuesday 9:0-23:0', u'Wednesday 9:0-23:0', u'Thursday 9:0-23:0', u'Friday 9:0-23:0', u'Saturday 9:0-23:0', u'Sunday 9:0-23:0']",1,"Paris Hotel and Casino, 3655 Las Vegas Blvd S","[u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'ByAppointmentOnly: False', u'DogsAllowed: True', u'RestaurantsPriceRange2: 2', u'WheelchairAccessible: True']","[u'Jewelry', u'Shopping']",Las Vegas,4,Lono God of Peace,-115.171282,NV,5.0,36.11289,89109,business
The Strip,thYFV4eaqzw77QkQiJj2Fw,"[u'Monday 10:0-23:0', u'Tuesday 10:0-23:0', u'Wednesday 10:0-23:0', u'Thursday 10:0-23:0', u'Friday 10:0-0:0', u'Saturday 10:0-0:0', u'Sunday 10:0-23:0']",1,"3663 Las Vegas Blvd S, Ste 382","[u'BikeParking: False', u'BusinessAcceptsCreditCards: True']","[u'Shopping', u'Sporting Goods']",Las Vegas,4,Tristar Sports Memorabilia,-115.1721858,NV,3.0,36.1107749,89109,business
The Strip,_pBXtjN43eqMV0XZTz7nmw,"[u'Wednesday 22:30-4:0', u'Friday 22:30-4:0', u'Saturday 22:30-4:0']",1,3131 Las Vegas Blvd S,"[u'AgesAllowed: 21plus', u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", u""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", u'CoatCheck: True', u'GoodForDancing: True', u'HappyHour: False', u'HasTV: True', u""Music: {'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: very_loud', u'OutdoorSeating: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 3', u'Smoking: yes', u'WheelchairAccessible: True']","[u'Dance Clubs', u'Nightlife']",Las Vegas,794,Surrender Nightclub,-115.167014281,NV,3.5,36.1268841326,89109,business
